"aquaticSiteType","siteID","locationID","year","samplingImpractical","habitatType","samplerType","targetTaxaPresent","sampleCollected","benthicArea","sampleDepth","growthForm","taxonID","class","arealAdjDryMass","arealAdjAshFreeDryMass","chemSubsampleID","biomass","type"
"stream","REDB","Q5",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","REDB","Q6",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","REDB","Q7",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","REDB","Q8",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","REDB","Q9",2022,NA,"run","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","REDB","Q10",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q1",2018,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q2",2018,NA,"pool","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q3",2018,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q4",2018,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q5",2018,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q6",2018,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q7",2018,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q8",2018,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q9",2018,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q10",2018,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q4",2019,NA,"riffle",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q8",2019,NA,"riffle",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q5",2019,NA,"riffle",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q10",2019,NA,"riffle",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q9",2019,NA,"riffle",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q3",2019,NA,"riffle",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q6",2019,NA,"run",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q2",2019,NA,"riffle",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q7",2019,NA,"riffle",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q1",2019,NA,"riffle","mini quadrat","Y","Y",0.01,NA,"emergent","PEFRP","Magnoliopsida",75.78,NA,NA,62.7941547619048,"plant"
"stream","MART","Q1",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.05,0.04,NA,0.04,"plant"
"stream","MART","Q1",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.33,0.27,NA,0.27,"plant"
"stream","MART","Q1",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,1.08,0.85,NA,0.85,"plant"
"stream","MART","Q2",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.01,0.01,NA,0.01,"plant"
"stream","MART","Q2",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,NA,NA,NA,NA,"plant"
"stream","MART","Q2",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CALLIT","Magnoliopsida",0,0,NA,0,"plant"
"stream","MART","Q2",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.22,0.2,NA,0.2,"plant"
"stream","MART","Q2",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.01,0.01,NA,0.01,"plant"
"stream","MART","Q3",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.55,0.34,NA,0.34,"plant"
"stream","MART","Q3",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.66,0.55,NA,0.55,"plant"
"stream","MART","Q4",2020,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q5",2020,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q6",2020,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q7",2020,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q8",2020,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q9",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.12,0.11,NA,0.11,"plant"
"stream","MART","Q10",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,NA,NA,NA,NA,"plant"
"stream","MART","Q10",2020,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","UNKALG",NA,NA,NA,NA,NA,"plant"
"stream","MART","Q1",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"emergent","2PLANT",NA,2.27,1.87,"MART.20210712.AP1.Q1.CN",1.87,"plant"
"stream","MART","Q1",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"emergent","CHPO14","Hepaticopsida",1.12,0.95,"MART.20210712.AP2.Q1.CN",0.95,"plant"
"stream","MART","Q1",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"emergent","OESA","Magnoliopsida",15.99,11.83,"MART.20210712.AP4.Q1.CN",11.83,"plant"
"stream","MART","Q1",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"emergent","MIGU","Magnoliopsida",1.97,1.65,"MART.20210712.AP3.Q1.CN",1.65,"plant"
"stream","MART","Q2",2021,NA,"pool","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q3",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",0.47,0.38,"MART.20210712.AP2.Q3.CN",0.38,"plant"
"stream","MART","Q3",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","FONE3","Bryopsida",2.06,1.74,"MART.20210712.AP1.Q3.CN",1.74,"plant"
"stream","MART","Q4",2021,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q5",2021,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q6",2021,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q7",2021,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q8",2021,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q9",2021,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q10",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"emergent","2PLANT",NA,0.03,0.01,NA,0.01,"plant"
"stream","MART","Q10",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"emergent","PEFRP","Magnoliopsida",1.24,0.97,"MART.20210712.AP1.Q10.CN",0.97,"plant"
"stream","MART","Q10",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,"MART.20210712.AP2.Q10.CN",NA,"plant"
"stream","MART","Q1",2022,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q2",2022,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q3",2022,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q4",2022,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q5",2022,NA,"step pool","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q6",2022,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q7",2022,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q8",2022,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MART","Q9",2022,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","FONE3","Bryopsida",0.2,0.17,NA,0.17,"plant"
"stream","MART","Q10",2022,NA,"riffle","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q1",2017,NA,"step pool","mini quadrat","Y","Y",0.01,NA,"emergent","2PLANT",NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q1",2017,NA,"step pool","mini quadrat","Y","Y",0.01,NA,"emergent","UNKALG",NA,2.13,NA,NA,1.76499801587302,"plant"
"stream","MCRA","Q2",2017,NA,"step pool","mini quadrat","Y","Y",0.01,NA,"submerged","2PLANT",NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q3",2017,NA,"step pool","mini quadrat","Y","Y",0.01,NA,"submerged","2PLANT",NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q4",2017,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q5",2017,NA,"step pool","mini quadrat","Y","Y",0.01,NA,"submerged","2PLANT",NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q6",2017,NA,"step pool","mini quadrat","Y","Y",0.01,NA,"submerged","2PLANT",NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q7",2017,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q8",2017,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q9",2017,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q10",2017,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q1",2018,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q2",2018,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q3",2018,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q4",2018,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q5",2018,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q6",2018,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q7",2018,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q8",2018,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q9",2018,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q10",2018,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q1",2020,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q2",2020,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q3",2020,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q4",2020,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q5",2020,NA,"riffle","mini quadrat","Y","Y",0.01,NA,"submerged","CHPO14","Hepaticopsida",NA,NA,NA,NA,"plant"
"stream","MCRA","Q5",2020,NA,"riffle","mini quadrat","Y","Y",0.01,NA,"submerged","UNKALG",NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q6",2020,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q7",2020,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q8",2020,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q9",2020,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q10",2020,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q1",2021,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q2",2021,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q3",2021,NA,"step pool","mini quadrat","Y","Y",0.01,NA,"submerged","FONE3","Bryopsida",5.31,4.75,"MCRA.20210727.AP2.Q3.CN",4.75,"plant"
"stream","MCRA","Q3",2021,NA,"step pool","mini quadrat","Y","Y",0.01,NA,"submerged","CHPO14","Hepaticopsida",36.64,26.74,"MCRA.20210727.AP1.Q3.CN",26.74,"plant"
"stream","MCRA","Q4",2021,NA,"riffle","mini quadrat","Y","Y",0.01,NA,"submerged","CHPO14","Hepaticopsida",0.66,0.56,"MCRA.20210727.AP1.Q4.CN",0.56,"plant"
"stream","MCRA","Q5",2021,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q6",2021,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q7",2021,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q8",2021,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q9",2021,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q10",2021,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q1",2022,NA,"step pool","mini quadrat","Y","Y",0.01,NA,"submerged","CHPO14","Hepaticopsida",10.15,8.78,"MCRA.20220726.AP1.Q1.CN",8.78,"plant"
"stream","MCRA","Q2",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q3",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q4",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q5",2022,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q6",2022,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q7",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q8",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q9",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","MCRA","Q10",2022,NA,"step pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q1",2018,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",1.04,0.77,NA,0.77,"plant"
"stream","BIGC","Q1",2018,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",0.12,0.07,NA,0.07,"plant"
"stream","BIGC","Q2",2018,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",71.36,39.65,"BIGC.20180716.CHPA43.Q2",39.65,"plant"
"stream","BIGC","Q3",2018,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",24.08,18.85,"BIGC.20180716.CHPA43.Q3",18.85,"plant"
"stream","BIGC","Q3",2018,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",2.68,2.29,NA,2.29,"plant"
"stream","BIGC","Q4",2018,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q5",2018,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q6",2018,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q7",2018,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.04,0.03,NA,0.03,"plant"
"stream","BIGC","Q7",2018,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",1.32,0.72,NA,0.72,"plant"
"stream","BIGC","Q8",2018,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",8.48,6.66,"BIGC.20180716.CHPA43.Q8",6.66,"plant"
"stream","BIGC","Q8",2018,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",41.68,35.31,"BIGC.20180716.FOANA.Q8",35.31,"plant"
"stream","BIGC","Q9",2018,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",4.2,3.35,NA,3.35,"plant"
"stream","BIGC","Q9",2018,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",7.88,6.85,NA,6.85,"plant"
"stream","BIGC","Q10",2018,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANO","Bryopsida",22.08,18.03,"BIGC.20180716.FOANO.Q10",18.03,"plant"
"stream","BIGC","Q10",2018,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",26.92,18.99,"BIGC.20180716.CHPA43.Q10",18.99,"plant"
"stream","BIGC","Q1",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",0.04,0.02,NA,0.02,"plant"
"stream","BIGC","Q2",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",1.46,1.36,"BIGC.20190716.FOANA.Q2",1.36,"plant"
"stream","BIGC","Q2",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","2PLANT",NA,0.01,NA,NA,0.00828637566137566,"plant"
"stream","BIGC","Q2",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",56.47,41.49,"BIGC.20190716.CHPA43.Q2",41.49,"plant"
"stream","BIGC","Q3",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",15.8,10.22,"BIGC.20190716.CHPA43.Q3",10.22,"plant"
"stream","BIGC","Q4",2019,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q5",2019,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q6",2019,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","UNKALG",NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q6",2019,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","EQAR","Equisetopsida",0.18,0.15,"BIGC.20190716.EQAR.Q6",0.15,"plant"
"stream","BIGC","Q6",2019,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",5.31,4.23,"BIGC.20190716.FOANA.Q6",4.23,"plant"
"stream","BIGC","Q6",2019,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",0.04,0.03,NA,0.03,"plant"
"stream","BIGC","Q8",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",67.02,55.6,"BIGC.20190716.FOANA.Q8",55.6,"plant"
"stream","BIGC","Q8",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",6.7,5.35,"BIGC.20190716.CHPA43.Q8",5.35,"plant"
"stream","BIGC","Q8",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","GALIU","Magnoliopsida",0.13,0.1,"BIGC.20190716.GALIU.Q8",0.1,"plant"
"stream","BIGC","Q7",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",36.58,30.04,"BIGC.20190716.FOANA.Q7",30.04,"plant"
"stream","BIGC","Q7",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",5.77,4.16,"BIGC.20190716.CHPA43.Q7",4.16,"plant"
"stream","BIGC","Q7",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","GALIU","Magnoliopsida",0.07,0.06,NA,0.06,"plant"
"stream","BIGC","Q9",2019,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",3.26,2.37,"BIGC.20190716.CHPA43.Q9",2.37,"plant"
"stream","BIGC","Q10",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",5.71,4.54,"BIGC.20190716.CHPA43.Q10",4.54,"plant"
"stream","BIGC","Q10",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",6.78,5.66,"BIGC.20190716.FOANA.Q10",5.66,"plant"
"stream","BIGC","Q10",2019,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","NAOF","Magnoliopsida",0.49,0.37,"BIGC.20190716.NAOF.Q10",0.37,"plant"
"stream","BIGC","Q8",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q2",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q9",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q5",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q6",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q3",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q4",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q1",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q10",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q7",2020,"logistical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q2",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",7.33,5.02,"BIGC.20210726.AP1.Q2.CN",5.02,"plant"
"stream","BIGC","Q1",2021,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",0.25,0.18,NA,0.18,"plant"
"stream","BIGC","Q3",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",1.25,0.64,"BIGC.20210726.AP1.Q3.CN",0.64,"plant"
"stream","BIGC","Q4",2021,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q5",2021,NA,"run","quadrat, benthic","N",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","BIGC","Q6",2021,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","FOANA","Bryopsida",100.83,75.8,"BIGC.20210726.AP3.Q6.CN",75.8,"plant"
"stream","BIGC","Q6",2021,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","NAOF","Magnoliopsida",9.64,6.63,"BIGC.20210726.AP1.Q6.CN",6.63,"plant"
"stream","BIGC","Q6",2021,NA,"run","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",2.71,1.68,"BIGC.20210726.AP2.Q6.CN",1.68,"plant"
"stream","BIGC","Q7",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","EQAR","Equisetopsida",NA,NA,NA,NA,"plant"
"stream","BIGC","Q7",2021,NA,"riffle","quadrat, benthic","Y","Y",0.25,NA,"submerged","CHPO14","Hepaticopsida",2.29,1.21,NA,1.21,"plant"
